"AÑO","GÉNERO","NACIONALIDAD","PAÍS","ESTADO DE ORIGEN","EDAD","CATEGORÍA","DIALECTO","NIVEL","SEDE","UNIDAD ACADÉMICA","PROGRAMA EDUCATIVO","GRADO","NÚMERO DE ALUMNOS"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","21","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN FITOTECNIA","LICENCIATURA EN AGRONOMÍA EN HORTICULTURA PROTEGIDA","5","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","21","BECADO INTERNO","MAYA","LICENCIATURA","CHAPINGO","DEIS EN PARASITOLOGÍA AGRÍCOLA","INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA","6","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","21","BECADO EXTERNO","MAYA","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA","INGENIERO MECÁNICO AGRÍCOLA","5","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","20","BECADO INTERNO","MAYA","LICENCIATURA","CHAPINGO","DEIS EN SUELOS","INGENIERÍA EN RECURSOS NATURALES RENOVABLES","6","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","20","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA AGROINDUSTRIAL","INGENIERÍA AGROINDUSTRIAL","6","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","20","EXTERNO","","MEDIO SUPERIOR","TABASCO","UNIDAD REGIONAL UNIVERSITARIA SURSURESTE","PROPEDÉUTICO","8","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","20","BECADO EXTERNO","MAYA","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","LICENCIATURA EN ECONOMÍA AGRÍCOLA","7","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","20","BECADO INTERNO","CHOL","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","TRONCO COMÚN DE DICEA","4","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","20","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN SUELOS","INGENIERÍA EN RECURSOS NATURALES RENOVABLES","6","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","20","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN FITOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN FITOTECNIA","5","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","20","BECADO EXTERNO","MAYA","LICENCIATURA","CHAPINGO","DEIS EN IRRIGACIÓN","INGENIERO EN IRRIGACIÓN","6","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","20","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN AGROECOLOGÍA","INGENIERÍA EN AGROECOLOGÍA","5","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","20","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN FITOTECNIA","LICENCIATURA EN AGRONOMÍA EN HORTICULTURA PROTEGIDA","5","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","20","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN ZOOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA","5","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","19","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","TRONCO COMÚN DE DICEA","4","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","19","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA AGROINDUSTRIAL","INGENIERÍA AGROINDUSTRIAL","4","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","19","BECADO EXTERNO","CHOL","MEDIO SUPERIOR","YUCATÁN","CENTRO REGIONAL UNIVERSITARIO PENÍNSULA DE YUCATÁN","PROPEDÉUTICO","8","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","19","EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN IRRIGACIÓN","INGENIERO EN IRRIGACIÓN","5","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","19","BECADO INTERNO","MAYA","LICENCIATURA","CHAPINGO","DEIS EN FITOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN FITOTECNIA","4","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","19","BECADO EXTERNO","MAYA","MEDIO SUPERIOR","YUCATÁN","CENTRO REGIONAL UNIVERSITARIO PENÍNSULA DE YUCATÁN","PROPEDÉUTICO","8","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","19","BECADO INTERNO","MAYA","LICENCIATURA","CHAPINGO","DEIS EN FITOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN FITOTECNIA","4","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","19","BECADO EXTERNO","","MEDIO SUPERIOR","YUCATÁN","CENTRO REGIONAL UNIVERSITARIO PENÍNSULA DE YUCATÁN","PROPEDÉUTICO","8","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","18","BECADO INTERNO","MAYA","LICENCIATURA","CHAPINGO","DEIS EN ZOOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA","5","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","18","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA AGROINDUSTRIAL","INGENIERÍA AGROINDUSTRIAL","4","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","18","BECADO EXTERNO","MAYA","MEDIO SUPERIOR","YUCATÁN","CENTRO REGIONAL UNIVERSITARIO PENÍNSULA DE YUCATÁN","PROPEDÉUTICO","8","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","18","BECADO EXTERNO","MAYA","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA AGROINDUSTRIAL","INGENIERÍA AGROINDUSTRIAL","4","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","18","BECADO INTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","18","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","18","BECADO EXTERNO","","MEDIO SUPERIOR","YUCATÁN","CENTRO REGIONAL UNIVERSITARIO PENÍNSULA DE YUCATÁN","PROPEDÉUTICO","8","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","17","BECADO INTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","17","BECADO INTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","17","BECADO INTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","16","BECADO EXTERNO","MAYA","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","16","BECADO INTERNO","CHOL","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","16","BECADO INTERNO","MAYA","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","16","BECADO EXTERNO","MAYA","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","15","BECADO EXTERNO","MAYA","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","15","BECADO INTERNO","CHOL","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","15","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","15","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","15","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","59","COMPLETO","","MAESTRÍA","CHIAPAS","DIRECCIÓN DE CENTROS REGIONALES","MAESTRÍA EN CIENCIAS EN DESARROLLO RURAL REGIONAL","13","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","44","COMPLETO","","MAESTRÍA","CHAPINGO","DIRECCIÓN DE CENTROS REGIONALES","MAESTRÍA EN CIENCIAS EN DESARROLLO RURAL REGIONAL","11","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","43","COMPLETO","","MAESTRÍA","CHIAPAS","DIRECCIÓN DE CENTROS REGIONALES","MAESTRÍA EN CIENCIAS EN DESARROLLO RURAL REGIONAL","13","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","39","COMPLETO","","DOCTORADO","CHAPINGO","DEIS EN IRRIGACIÓN","DOCTORADO EN INGENIERÍA AGRÍCOLA Y USO INTEGRAL DEL AGUA","13","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","34","COMPLETO","","MAESTRÍA","CHIAPAS","DIRECCIÓN DE CENTROS REGIONALES","MAESTRÍA EN CIENCIAS EN DESARROLLO RURAL REGIONAL","13","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","34","COMPLETO","","MAESTRÍA","CHIAPAS","DIRECCIÓN DE CENTROS REGIONALES","MAESTRÍA EN CIENCIAS EN DESARROLLO RURAL REGIONAL","13","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","33","COMPLETO","","DOCTORADO","CHAPINGO","DEIS EN FITOTECNIA","DOCTORADO EN CIENCIAS EN HORTICULTURA","12","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","31","COMPLETO","","DOCTORADO","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","DOCTORADO EN CIENCIAS EN ECONOMÍA AGRÍCOLA","13","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","29","COMPLETO","","MAESTRÍA","CHIAPAS","DIRECCIÓN DE CENTROS REGIONALES","MAESTRÍA EN CIENCIAS EN DESARROLLO RURAL REGIONAL","13","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","29","BECADO EXTERNO","TOJOLABAL O TOJOLWINIK OTIK","LICENCIATURA","CHAPINGO","DEIS EN AGROECOLOGÍA","INGENIERÍA EN AGROECOLOGÍA","6","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","28","BECADO EXTERNO","CHOL","LICENCIATURA","CHAPINGO","DEIS EN ZOOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","27","BECADO EXTERNO","TZELTAL O K OP","LICENCIATURA","CHAPINGO","DEIS EN PARASITOLOGÍA AGRÍCOLA","INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA","6","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","27","COMPLETO","","MAESTRÍA","CHAPINGO","DEIS EN INGENIERÍA AGROINDUSTRIAL","MAESTRÍA EN CIENCIA Y TECNOLOGÍA AGROALIMENTARIA","11","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","26","COMPLETO","","MAESTRÍA","CHAPINGO","DEIS EN FITOTECNIA","MAESTRÍA EN CIENCIAS EN HORTICULTURA","12","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","26","COMPLETO","","MAESTRÍA","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","MAESTRÍA EN CIENCIAS EN ECONOMÍA AGRÍCOLA Y DE LOS RECURSOS NATURALES","13","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","26","COMPLETO","","MAESTRÍA","CHAPINGO","DIVISIÓN DE CIENCIAS FORESTALES","MAESTRÍA EN CIENCIAS EN CIENCIAS FORESTALES","12","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","25","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN ZOOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA","4","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","25","BECADO EXTERNO","TZOTZIL O BATZIL KOP","MEDIO SUPERIOR","YUCATÁN","CENTRO REGIONAL UNIVERSITARIO PENÍNSULA DE YUCATÁN","PROPEDÉUTICO","8","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","25","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN SUELOS","INGENIERO AGRÓNOMO ESPECIALISTA EN SUELOS","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","25","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","LICENCIATURA EN COMERCIO INTERNACIONAL DE PRODUCTOS AGROPECUARIOS","6","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","25","EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN SUELOS","INGENIERO AGRÓNOMO ESPECIALISTA EN SUELOS","4","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","25","BECADO INTERNO","CHOL","LICENCIATURA","CHAPINGO","DEIS EN AGROECOLOGÍA","INGENIERÍA EN AGROECOLOGÍA","4","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","24","BECADO INTERNO","CHOL","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS FORESTALES","INGENIERO FORESTAL","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","24","BECADO EXTERNO","TZELTAL O K OP","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","LICENCIATURA EN COMERCIO INTERNACIONAL DE PRODUCTOS AGROPECUARIOS","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","24","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA","INGENIERO MECÁNICO AGRÍCOLA","6","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","24","BECADO INTERNO","CHOL","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA AGROINDUSTRIAL","INGENIERÍA AGROINDUSTRIAL","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","24","COMPLETO","","MAESTRÍA","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","MAESTRÍA EN CIENCIAS EN ECONOMÍA AGRÍCOLA Y DE LOS RECURSOS NATURALES","13","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","24","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA AGROINDUSTRIAL","INGENIERÍA AGROINDUSTRIAL","5","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","24","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS FORESTALES","INGENIERÍA EN RESTAURACIÓN FORESTAL","6","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","24","BECADO INTERNO","ZOQUE U ODE PUT","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA AGROINDUSTRIAL","INGENIERÍA AGROINDUSTRIAL","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","24","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN PARASITOLOGÍA AGRÍCOLA","INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","24","BECADO EXTERNO","TZELTAL O K OP","LICENCIATURA","CHAPINGO","DEIS EN FITOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN FITOTECNIA","4","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","24","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS FORESTALES","INGENIERO FORESTAL","5","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","24","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN ZOOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","24","BECADO INTERNO","ZOQUE U ODE PUT","LICENCIATURA","CHAPINGO","DEIS EN SOCIOLOGÍA RURAL","INGENIERO AGRÓNOMO ESPECIALISTA EN SOCIOLOGÍA RURAL","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","24","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN FITOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN FITOTECNIA","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","24","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN SUELOS","INGENIERÍA EN RECURSOS NATURALES RENOVABLES","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","24","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA","INGENIERO MECÁNICO AGRÍCOLA","5","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","24","COMPLETO","","MAESTRÍA","CHAPINGO","DEIS EN PARASITOLOGÍA AGRÍCOLA","MAESTRÍA EN CIENCIAS EN PROTECCIÓN VEGETAL","11","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","24","COMPLETO","","MAESTRÍA","CHAPINGO","DIVISIÓN DE CIENCIAS FORESTALES","MAESTRÍA EN CIENCIAS EN CIENCIAS FORESTALES","14","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","24","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN ZOOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA","6","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","24","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN PARASITOLOGÍA AGRÍCOLA","INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","24","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN FITOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN FITOTECNIA","6","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","24","BECADO INTERNO","ZOQUE U ODE PUT","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA","INGENIERO MECÁNICO AGRÍCOLA","5","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","24","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN PARASITOLOGÍA AGRÍCOLA","INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO EXTERNO","","MEDIO SUPERIOR","TABASCO","UNIDAD REGIONAL UNIVERSITARIA SURSURESTE","PROPEDÉUTICO","8","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN IRRIGACIÓN","INGENIERO EN IRRIGACIÓN","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO INTERNO","JACALTECO O ABXUBAL","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA AGROINDUSTRIAL","INGENIERÍA AGROINDUSTRIAL","6","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN PARASITOLOGÍA AGRÍCOLA","INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO INTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO EXTERNO","TOJOLABAL O TOJOLWINIK OTIK","LICENCIATURA","CHAPINGO","DEIS EN IRRIGACIÓN","INGENIERO EN IRRIGACIÓN","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","LICENCIATURA EN COMERCIO INTERNACIONAL DE PRODUCTOS AGROPECUARIOS","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO INTERNO","TZELTAL O K OP","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA","INGENIERO MECÁNICO AGRÍCOLA","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN PARASITOLOGÍA AGRÍCOLA","INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN IRRIGACIÓN","INGENIERO EN IRRIGACIÓN","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO EXTERNO","TZELTAL O K OP","LICENCIATURA","CHAPINGO","DEIS EN SUELOS","INGENIERÍA EN RECURSOS NATURALES RENOVABLES","5","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO EXTERNO","TZOTZIL O BATZIL KOP","LICENCIATURA","CHAPINGO","DEIS EN SUELOS","INGENIERO AGRÓNOMO ESPECIALISTA EN SUELOS","6","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN IRRIGACIÓN","INGENIERO EN IRRIGACIÓN","6","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN SUELOS","INGENIERÍA EN RECURSOS NATURALES RENOVABLES","6","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN PARASITOLOGÍA AGRÍCOLA","INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO INTERNO","ZOQUE U ODE PUT","LICENCIATURA","CHAPINGO","DEIS EN PARASITOLOGÍA AGRÍCOLA","INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA","6","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN SUELOS","INGENIERO AGRÓNOMO ESPECIALISTA EN SUELOS","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO EXTERNO","CHOL","LICENCIATURA","TABASCO","UNIDAD REGIONAL UNIVERSITARIA SURSURESTE","INGENIERO AGRÓNOMO ESPECIALISTA EN ZONAS TROPICALES","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA AGROINDUSTRIAL","INGENIERÍA AGROINDUSTRIAL","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO INTERNO","TZELTAL O K OP","LICENCIATURA","CHAPINGO","DEIS EN ZOOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN IRRIGACIÓN","INGENIERO EN IRRIGACIÓN","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN FITOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN FITOTECNIA","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO EXTERNO","TZOTZIL O BATZIL KOP","LICENCIATURA","CHAPINGO","DEIS EN SUELOS","INGENIERÍA EN RECURSOS NATURALES RENOVABLES","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","LICENCIATURA EN COMERCIO INTERNACIONAL DE PRODUCTOS AGROPECUARIOS","7","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO INTERNO","ZOQUE U ODE PUT","LICENCIATURA","CHAPINGO","DEIS EN ZOOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA","6","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA","INGENIERO MECÁNICO AGRÍCOLA","5","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN FITOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN FITOTECNIA","5","1"
"2010","H","MEXICANA","MÉXICO","CHIAPAS","23","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN AGROECOLOGÍA","INGENIERÍA EN AGROECOLOGÍA","5","1"
